127.0.0.1 - - [03/Aug/2018:23:18:52 +0530] "GET / HTTP/1.1" 404 1000
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:23:00 +0530] "GET /ediagnostic//jsp/worker_registration.jsp HTTP/1.1" 200 7805
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:23:03 +0530] "GET /ediagnostic/jsp/doctor_registration.jsp HTTP/1.1" 200 9500
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:23:07 +0530] "POST /ediagnostic/DoctorRegistration HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:23:10 +0530] "GET /ediagnostic//jsp/worker_registration.jsp HTTP/1.1" 200 7805
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:23:14 +0530] "GET /ediagnostic/jsp/doctor_registration.jsp HTTP/1.1" 200 9500
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:24:07 +0530] "POST /ediagnostic/DoctorRegistration HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:24:45 +0530] "GET /ediagnostic/jsp/sentitems.jsp HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:24:48 +0530] "GET /ediagnostic/jsp/viewdocacc.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:24:51 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 200 1997
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:24:54 +0530] "GET /ediagnostic/jsp/viewworkacc.jsp HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:24:56 +0530] "GET /ediagnostic/jsp/viewdocacc.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:24:57 +0530] "GET /ediagnostic/jsp/viewworkacc.jsp HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:25:05 +0530] "GET /ediagnostic/jsp/viewworkacc.jsp HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:25:34 +0530] "GET /ediagnostic/jsp/viewworkacc.jsp HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:25:36 +0530] "GET /ediagnostic/jsp/viewdocacc.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:25:38 +0530] "GET /ediagnostic/jsp/viewworkacc.jsp HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:25:39 +0530] "GET /ediagnostic/jsp/editProfile.jsp HTTP/1.1" 200 2979
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:25:44 +0530] "GET /ediagnostic/jsp/viewpathology.jsp HTTP/1.1" 200 2538
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:06 +0530] "GET /ediagnostic/jsp/viewpathology.jsp HTTP/1.1" 200 2538
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:09 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 4044
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:30 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 4055
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:46 +0530] "GET /ediagnostic/jsp/editProfile.jsp HTTP/1.1" 200 2979
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:48 +0530] "GET /ediagnostic/jsp/editProfile.jsp HTTP/1.1" 200 2979
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:50 +0530] "GET /ediagnostic/jsp/viewworkacc.jsp HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:52 +0530] "GET /ediagnostic/jsp/compose.jsp HTTP/1.1" 200 4336
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:55:56 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 4055
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:58:17 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3910
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:58:25 +0530] "GET /ediagnostic/jsp/viewworkacc.jsp HTTP/1.1" 200 2446
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:58:27 +0530] "GET /ediagnostic/jsp/viewdocacc.jsp HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:58:30 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3910
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:58:59 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:00 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:00 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:00 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:01 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:01 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:01 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:01 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:01 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:02 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:02 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:02 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:02 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:02 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:03 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:03 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:03 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:03 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:04 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:04 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
0:0:0:0:0:0:0:1 - - [03/Aug/2018:23:59:04 +0530] "GET /ediagnostic/jsp/datewisetest.jsp HTTP/1.1" 500 3911
